year,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,201,202,203,204,205,206,207,208,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,501,502,503,504,505,506,507,508,509,510,511,512,513,514,601,602,603,604,605,606,607,608,609,610,611,612,613,614,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,801,802,803,804,805,806,807,808,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1101,1102,1103,1104,1105,1106,1107,1108,1109,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1301,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,1316,1317,1318,1319,1320,1321,1322,1323,1324,1325,1326,1327,1328,1329,1330,1331,1332,1333,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1501,1502,1503,1504,1505,1506,1507,1508,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1801,1802,1803,1804,1805,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2101,2102,2103,2104,2105,2106,2107,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217
1993,23.0,23.0,22.0,27.0,23.0,25.0,27.0,23.0,23.0,24.0,26.0,28.0,20.0,21.0,22.0,21.0,22.0,23.0,21.0,19.0,20.0,21.0,22.0,24.0,26.0,21.0,22.0,20.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,20.0,19.0,17.0,20.0,20.0,20.0,21.0,23.0,20.0,20.0,20.0,18.0,12.0,18.0,20.0,18.0,15.0,20.0,20.0,20.0,20.0,10.0,14.0,13.0,12.0,11.0,16.0,22.0,10.0,22.0,23.0,18.0,18.0,20.0,23.0,21.0,19.0,19.0,20.0,20.0,22.0,23.0,22.0,20.0,23.0,22.0,18.0,15.0,19.0,20.0,20.0,17.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,19.0,18.0,15.0,19.0,17.0,19.0,15.0,15.0,14.0,20.0,19.0,20.0,18.0,21.0,21.0,21.0,21.0,16.0,19.0,16.0,18.0,17.0,18.0,16.0,15.0,13.0,14.0,13.0,10.0,17.0,19.0,18.0,17.0,6.0,16.0,7.0,6.0,7.0,6.0,16.0,14.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,9.0,11.0,8.0,8.0,8.0,13.0,8.0,7.0,7.0,7.0,7.0,7.0,25.0,7.0,7.0,11.0,11.0,14.0,17.0,20.0,18.0,14.0,11.0,14.0,16.0,7.0,5.0,6.0,6.0,5.0,6.0,18.0,26.0,6.0,6.0,6.0,12.0,16.0,16.0,8.0,21.0,8.0,18.0,16.0,22.0,21.0,20.0,22.0,21.0,27.0,24.0,24.0,20.0,24.0,23.0,26.0,28.0,20.0,20.0,20.0,21.0,20.0,20.0,24.0,22.0,17.0,22.0,20.0,27.0,20.0,22.0,20.0,23.0,24.0,22.0,27.0,25.0,26.0,21.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,14.0,14.0,22.0,17.0,15.0,12.0,16.0,19.0,15.0,12.0,14.0,24.0,18.0,20.0,20.0,18.0,26.0,27.0,18.0,15.0,11.0,10.0,12.0,11.0,13.0,15.0,13.0,11.0,10.0,11.0,12.0,13.0,16.0,16.0,14.0,12.0,15.0,19.0,19.0,19.0,19.0,17.0,18.0,20.0,20.0,15.0,15.0,22.0,20.0,15.0,20.0,16.0,16.0,15.0,16.0,15.0,15.0,15.0,15.0,13.0,17.0,20.0,20.0,24.0,12.0,19.0,18.0,19.0,20.0,18.0,18.0,18.0,18.0,17.0,20.0,20.0,20.0,21.0,20.0,23.0,25.0,24.0,19.0,21.0,20.0,24.0,24.0,25.0,22.0,27.0,27.0,28.0,27.0,25.0,24.0,24.0,23.0,23.0,23.0,23.0,22.0,22.0
1994,24.0,23.0,22.0,25.0,23.0,24.0,26.0,24.0,24.0,24.0,25.0,27.0,20.0,22.0,22.0,22.0,22.0,24.0,23.0,22.0,21.0,22.0,23.0,25.0,25.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.0,21.0,19.0,17.0,21.0,21.0,23.0,23.0,23.0,24.0,23.0,23.0,19.0,11.0,19.0,23.0,16.0,15.0,21.0,22.0,22.0,23.0,10.0,12.0,14.0,12.0,13.0,11.0,19.0,13.0,26.0,23.0,17.0,18.0,16.0,22.0,19.0,18.0,20.0,21.0,21.0,21.0,19.0,16.0,17.0,19.0,16.0,20.0,16.0,20.0,23.0,23.0,16.0,19.0,20.0,18.0,16.0,23.0,22.0,21.0,20.0,18.0,14.0,21.0,16.0,17.0,16.0,16.0,13.0,18.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,14.0,17.0,15.0,18.0,17.0,18.0,14.0,9.0,9.0,9.0,8.0,8.0,15.0,16.0,18.0,14.0,4.0,15.0,6.0,4.0,5.0,4.0,13.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,9.0,9.0,10.0,6.0,6.0,6.0,7.0,13.0,7.0,7.0,6.0,6.0,6.0,6.0,21.0,6.0,7.0,7.0,7.0,9.0,17.0,21.0,21.0,11.0,9.0,12.0,16.0,5.0,4.0,4.0,4.0,4.0,5.0,14.0,27.0,4.0,4.0,4.0,9.0,13.0,16.0,5.0,21.0,6.0,17.0,17.0,22.0,22.0,24.0,22.0,21.0,23.0,19.0,20.0,23.0,21.0,22.0,20.0,21.0,17.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,15.0,18.0,23.0,22.0,18.0,25.0,21.0,22.0,22.0,21.0,23.0,19.0,20.0,18.0,19.0,18.0,17.0,19.0,19.0,19.0,19.0,18.0,18.0,19.0,18.0,19.0,13.0,13.0,15.0,17.0,12.0,6.0,15.0,24.0,15.0,14.0,14.0,13.0,27.0,27.0,20.0,14.0,10.0,8.0,7.0,9.0,14.0,17.0,15.0,16.0,10.0,10.0,18.0,15.0,16.0,15.0,19.0,18.0,23.0,25.0,25.0,25.0,25.0,22.0,26.0,27.0,25.0,20.0,20.0,26.0,23.0,21.0,26.0,16.0,16.0,17.0,16.0,17.0,14.0,14.0,14.0,11.0,16.0,20.0,20.0,25.0,11.0,20.0,16.0,23.0,22.0,20.0,16.0,16.0,17.0,16.0,18.0,19.0,22.0,22.0,21.0,23.0,24.0,22.0,19.0,21.0,22.0,25.0,25.0,24.0,22.0,26.0,27.0,27.0,25.0,26.0,26.0,23.0,23.0,21.0,21.0,18.0,21.0,22.0
1995,16.0,15.0,14.0,23.0,19.0,22.0,24.0,19.0,22.0,23.0,27.0,27.0,13.0,12.0,15.0,14.0,14.0,18.0,21.0,18.0,17.0,17.0,20.0,21.0,22.0,13.0,14.0,14.0,18.0,19.0,19.0,17.0,18.0,15.0,15.0,12.0,12.0,12.0,11.0,13.0,13.0,16.0,18.0,22.0,16.0,17.0,14.0,12.0,7.0,11.0,13.0,8.0,10.0,15.0,14.0,12.0,16.0,12.0,9.0,11.0,10.0,10.0,13.0,13.0,11.0,14.0,13.0,12.0,11.0,13.0,16.0,11.0,11.0,12.0,13.0,15.0,9.0,12.0,13.0,15.0,11.0,15.0,11.0,11.0,12.0,13.0,12.0,4.0,12.0,10.0,9.0,4.0,13.0,12.0,12.0,11.0,9.0,7.0,11.0,6.0,7.0,3.0,3.0,4.0,11.0,9.0,9.0,5.0,14.0,13.0,17.0,15.0,3.0,6.0,3.0,6.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,3.0,5.0,3.0,4.0,5.0,8.0,6.0,3.0,2.0,9.0,7.0,5.0,9.0,10.0,8.0,8.0,7.0,5.0,9.0,9.0,8.0,9.0,11.0,10.0,11.0,3.0,4.0,3.0,10.0,10.0,8.0,7.0,6.0,4.0,3.0,6.0,15.0,8.0,8.0,2.0,2.0,2.0,6.0,12.0,11.0,5.0,5.0,5.0,6.0,6.0,4.0,3.0,4.0,5.0,6.0,12.0,17.0,5.0,3.0,3.0,9.0,7.0,8.0,2.0,13.0,8.0,6.0,5.0,15.0,14.0,14.0,14.0,10.0,12.0,11.0,11.0,12.0,11.0,14.0,11.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,11.0,12.0,7.0,11.0,13.0,11.0,12.0,16.0,13.0,12.0,11.0,13.0,11.0,11.0,11.0,16.0,17.0,18.0,19.0,14.0,16.0,16.0,16.0,17.0,14.0,14.0,21.0,11.0,16.0,14.0,14.0,14.0,15.0,12.0,19.0,25.0,15.0,14.0,15.0,15.0,24.0,22.0,16.0,13.0,12.0,11.0,11.0,10.0,13.0,14.0,19.0,19.0,13.0,13.0,17.0,19.0,19.0,20.0,21.0,20.0,21.0,18.0,18.0,18.0,18.0,16.0,19.0,18.0,18.0,13.0,12.0,21.0,14.0,14.0,18.0,23.0,25.0,18.0,21.0,22.0,16.0,16.0,16.0,17.0,16.0,17.0,18.0,20.0,18.0,17.0,18.0,19.0,19.0,20.0,19.0,19.0,15.0,13.0,13.0,15.0,17.0,19.0,16.0,19.0,19.0,18.0,11.0,18.0,16.0,19.0,18.0,18.0,18.0,20.0,16.0,17.0,15.0,16.0,15.0,12.0,11.0,8.0,10.0,12.0,10.0,13.0
1996,18.0,17.0,16.0,20.0,18.0,21.0,22.0,19.0,20.0,19.0,20.0,22.0,15.0,15.0,17.0,15.0,15.0,18.0,17.0,17.0,17.0,17.0,18.0,19.0,19.0,18.0,19.0,19.0,19.0,20.0,20.0,19.0,20.0,19.0,19.0,15.0,15.0,14.0,15.0,15.0,15.0,17.0,17.0,19.0,16.0,17.0,17.0,13.0,11.0,14.0,14.0,10.0,14.0,15.0,16.0,14.0,18.0,9.0,10.0,13.0,10.0,11.0,7.0,14.0,12.0,18.0,16.0,15.0,9.0,12.0,19.0,13.0,12.0,13.0,12.0,13.0,14.0,11.0,11.0,10.0,11.0,11.0,12.0,16.0,13.0,15.0,15.0,8.0,15.0,15.0,14.0,8.0,16.0,15.0,15.0,14.0,10.0,5.0,13.0,9.0,9.0,7.0,7.0,5.0,15.0,12.0,13.0,11.0,15.0,16.0,16.0,16.0,5.0,12.0,5.0,10.0,10.0,12.0,5.0,5.0,4.0,4.0,4.0,2.0,7.0,11.0,11.0,7.0,4.0,5.0,7.0,4.0,5.0,4.0,5.0,5.0,7.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,19.0,8.0,8.0,3.0,5.0,5.0,11.0,14.0,13.0,8.0,5.0,10.0,11.0,6.0,4.0,5.0,5.0,5.0,5.0,11.0,20.0,5.0,4.0,4.0,8.0,11.0,11.0,3.0,15.0,9.0,11.0,11.0,17.0,18.0,18.0,18.0,13.0,15.0,14.0,14.0,17.0,14.0,17.0,13.0,15.0,17.0,17.0,14.0,15.0,17.0,16.0,14.0,17.0,9.0,14.0,18.0,14.0,17.0,17.0,17.0,15.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,13.0,15.0,16.0,16.0,15.0,15.0,14.0,15.0,14.0,15.0,12.0,15.0,12.0,14.0,12.0,10.0,13.0,23.0,13.0,12.0,14.0,11.0,21.0,19.0,15.0,11.0,10.0,8.0,8.0,7.0,10.0,12.0,11.0,16.0,8.0,10.0,17.0,14.0,14.0,13.0,16.0,18.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,14.0,23.0,18.0,16.0,19.0,12.0,12.0,12.0,9.0,9.0,12.0,13.0,12.0,10.0,16.0,17.0,17.0,19.0,12.0,17.0,14.0,16.0,17.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0,17.0,19.0,19.0,19.0,13.0,18.0,14.0,21.0,17.0,20.0,16.0,21.0,21.0,22.0,21.0,19.0,20.0,17.0,15.0,14.0,14.0,12.0,14.0,16.0
1997,25.0,25.0,25.0,27.0,25.0,27.0,28.0,26.0,28.0,28.0,28.0,28.0,21.0,20.0,24.0,24.0,24.0,24.0,24.0,22.0,24.0,23.0,25.0,27.0,27.0,24.0,25.0,25.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,19.0,20.0,18.0,16.0,23.0,23.0,24.0,25.0,25.0,25.0,25.0,23.0,16.0,12.0,17.0,22.0,16.0,14.0,22.0,24.0,22.0,26.0,16.0,17.0,19.0,16.0,19.0,17.0,19.0,17.0,25.0,23.0,16.0,16.0,20.0,24.0,20.0,18.0,20.0,20.0,17.0,21.0,20.0,20.0,18.0,20.0,20.0,20.0,17.0,20.0,21.0,19.0,13.0,18.0,20.0,15.0,13.0,22.0,18.0,18.0,16.0,15.0,12.0,18.0,14.0,14.0,12.0,12.0,12.0,18.0,14.0,15.0,13.0,20.0,21.0,20.0,18.0,11.0,13.0,11.0,12.0,11.0,15.0,10.0,10.0,9.0,10.0,9.0,9.0,11.0,12.0,14.0,11.0,8.0,11.0,10.0,7.0,9.0,7.0,10.0,9.0,11.0,10.0,10.0,11.0,12.0,12.0,12.0,10.0,11.0,10.0,10.0,11.0,11.0,13.0,13.0,13.0,11.0,10.0,10.0,14.0,16.0,9.0,9.0,9.0,10.0,10.0,10.0,19.0,9.0,9.0,9.0,9.0,9.0,11.0,17.0,12.0,10.0,10.0,11.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,16.0,23.0,8.0,8.0,8.0,12.0,11.0,11.0,7.0,16.0,11.0,12.0,11.0,19.0,20.0,19.0,18.0,19.0,21.0,20.0,21.0,17.0,19.0,18.0,21.0,23.0,18.0,16.0,19.0,19.0,17.0,19.0,19.0,19.0,11.0,20.0,17.0,22.0,18.0,21.0,19.0,19.0,17.0,19.0,23.0,22.0,23.0,19.0,20.0,19.0,18.0,12.0,20.0,22.0,19.0,19.0,14.0,12.0,18.0,14.0,12.0,11.0,14.0,16.0,11.0,8.0,16.0,25.0,17.0,16.0,13.0,12.0,27.0,25.0,21.0,15.0,12.0,8.0,8.0,8.0,15.0,14.0,17.0,15.0,11.0,12.0,14.0,16.0,15.0,15.0,18.0,15.0,18.0,22.0,22.0,22.0,22.0,20.0,22.0,22.0,19.0,19.0,19.0,26.0,19.0,19.0,22.0,15.0,15.0,21.0,14.0,15.0,15.0,15.0,15.0,14.0,17.0,22.0,23.0,27.0,12.0,21.0,16.0,22.0,23.0,18.0,14.0,14.0,16.0,17.0,19.0,20.0,23.0,24.0,23.0,25.0,27.0,24.0,19.0,23.0,19.0,27.0,27.0,27.0,26.0,27.0,27.0,26.0,25.0,26.0,25.0,25.0,22.0,21.0,21.0,22.0,21.0,23.0
1998,21.0,21.0,18.0,23.0,20.0,21.0,25.0,21.0,21.0,21.0,23.0,23.0,14.0,14.0,19.0,15.0,17.0,21.0,20.0,19.0,20.0,21.0,20.0,21.0,23.0,17.0,17.0,17.0,19.0,21.0,21.0,20.0,21.0,19.0,18.0,15.0,15.0,15.0,19.0,16.0,16.0,18.0,20.0,21.0,20.0,19.0,17.0,14.0,19.0,15.0,15.0,13.0,19.0,16.0,16.0,15.0,18.0,20.0,21.0,21.0,21.0,21.0,25.0,25.0,20.0,24.0,24.0,20.0,14.0,25.0,25.0,14.0,14.0,14.0,14.0,14.0,14.0,21.0,21.0,21.0,16.0,22.0,14.0,20.0,14.0,15.0,15.0,13.0,14.0,19.0,19.0,13.0,15.0,14.0,14.0,14.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,19.0,18.0,18.0,18.0,20.0,20.0,21.0,20.0,18.0,18.0,18.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,19.0,20.0,18.0,19.0,22.0,24.0,22.0,18.0,20.0,20.0,21.0,19.0,20.0,22.0,22.0,22.0,19.0,19.0,20.0,20.0,22.0,19.0,22.0,22.0,22.0,19.0,19.0,19.0,22.0,25.0,22.0,21.0,20.0,20.0,19.0,20.0,26.0,21.0,21.0,21.0,20.0,20.0,21.0,22.0,23.0,22.0,22.0,22.0,21.0,22.0,23.0,24.0,26.0,26.0,26.0,27.0,28.0,26.0,22.0,20.0,27.0,22.0,23.0,20.0,21.0,21.0,20.0,20.0,27.0,18.0,18.0,19.0,24.0,28.0,22.0,21.0,17.0,23.0,20.0,25.0,28.0,16.0,16.0,19.0,19.0,17.0,17.0,21.0,19.0,22.0,19.0,16.0,27.0,16.0,18.0,18.0,20.0,21.0,20.0,29.0,21.0,22.0,21.0,16.0,17.0,17.0,16.0,18.0,20.0,21.0,21.0,17.0,16.0,18.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,20.0,21.0,15.0,17.0,17.0,17.0,22.0,19.0,18.0,14.0,15.0,16.0,16.0,15.0,14.0,15.0,17.0,17.0,15.0,15.0,17.0,18.0,19.0,17.0,19.0,15.0,19.0,18.0,17.0,18.0,17.0,15.0,17.0,17.0,17.0,18.0,15.0,20.0,18.0,15.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,18.0,19.0,23.0,13.0,17.0,15.0,17.0,18.0,17.0,17.0,17.0,15.0,13.0,14.0,15.0,15.0,21.0,19.0,22.0,23.0,20.0,15.0,19.0,15.0,25.0,23.0,21.0,20.0,27.0,27.0,26.0,22.0,24.0,22.0,16.0,15.0,15.0,22.0,23.0,14.0,16.0
1999,20.0,19.0,16.0,25.0,22.0,21.0,25.0,21.0,19.0,20.0,22.0,24.0,13.0,13.0,15.0,13.0,14.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,16.0,16.0,16.0,17.0,19.0,20.0,19.0,19.0,17.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,19.0,20.0,17.0,17.0,15.0,12.0,10.0,13.0,13.0,10.0,13.0,14.0,16.0,13.0,15.0,13.0,10.0,12.0,11.0,13.0,9.0,15.0,15.0,18.0,16.0,15.0,12.0,12.0,18.0,13.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,12.0,13.0,13.0,13.0,17.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,15.0,13.0,13.0,12.0,11.0,7.0,13.0,10.0,11.0,10.0,10.0,6.0,12.0,11.0,11.0,11.0,17.0,19.0,23.0,17.0,5.0,11.0,8.0,9.0,7.0,12.0,3.0,3.0,3.0,3.0,1.0,1.0,7.0,10.0,9.0,8.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,7.0,9.0,6.0,6.0,6.0,6.0,12.0,6.0,6.0,6.0,6.0,6.0,6.0,21.0,6.0,5.0,2.0,3.0,2.0,11.0,16.0,10.0,5.0,2.0,6.0,10.0,8.0,4.0,5.0,6.0,5.0,6.0,13.0,21.0,6.0,5.0,5.0,5.0,10.0,7.0,1.0,16.0,9.0,8.0,6.0,15.0,20.0,20.0,19.0,14.0,24.0,20.0,20.0,20.0,20.0,20.0,19.0,21.0,17.0,18.0,18.0,19.0,20.0,19.0,20.0,20.0,6.0,20.0,20.0,21.0,18.0,21.0,20.0,20.0,20.0,20.0,21.0,19.0,20.0,21.0,18.0,19.0,18.0,16.0,16.0,21.0,22.0,23.0,16.0,15.0,20.0,16.0,17.0,13.0,17.0,18.0,16.0,9.0,12.0,22.0,13.0,13.0,14.0,13.0,24.0,22.0,17.0,11.0,9.0,7.0,8.0,9.0,10.0,12.0,12.0,12.0,9.0,9.0,13.0,12.0,15.0,11.0,19.0,11.0,19.0,14.0,15.0,14.0,15.0,14.0,15.0,16.0,16.0,13.0,10.0,20.0,12.0,10.0,16.0,15.0,18.0,21.0,17.0,19.0,13.0,13.0,13.0,10.0,16.0,21.0,22.0,24.0,10.0,20.0,16.0,20.0,21.0,16.0,15.0,15.0,13.0,12.0,13.0,14.0,16.0,18.0,19.0,24.0,23.0,22.0,16.0,18.0,15.0,22.0,22.0,21.0,16.0,24.0,23.0,23.0,23.0,22.0,21.0,16.0,15.0,14.0,14.0,15.0,14.0,15.0
2000,27.0,27.0,26.0,29.0,26.0,28.0,29.0,27.0,26.0,26.0,26.0,27.0,22.0,21.0,24.0,21.0,22.0,28.0,25.0,24.0,22.0,24.0,27.0,28.0,28.0,23.0,22.0,21.0,24.0,26.0,26.0,26.0,26.0,25.0,24.0,20.0,19.0,17.0,18.0,19.0,19.0,22.0,21.0,23.0,21.0,21.0,21.0,17.0,11.0,17.0,20.0,14.0,14.0,19.0,19.0,18.0,23.0,14.0,12.0,14.0,12.0,14.0,12.0,18.0,15.0,22.0,20.0,17.0,16.0,16.0,20.0,20.0,19.0,22.0,23.0,24.0,24.0,20.0,16.0,16.0,19.0,16.0,19.0,17.0,22.0,21.0,20.0,13.0,17.0,20.0,16.0,13.0,21.0,19.0,19.0,17.0,16.0,12.0,17.0,15.0,15.0,12.0,12.0,10.0,18.0,16.0,17.0,15.0,20.0,20.0,20.0,21.0,11.0,15.0,15.0,16.0,16.0,17.0,9.0,9.0,8.0,9.0,8.0,7.0,12.0,15.0,17.0,10.0,7.0,15.0,8.0,6.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,13.0,9.0,8.0,8.0,8.0,8.0,8.0,17.0,8.0,8.0,7.0,7.0,7.0,17.0,20.0,18.0,12.0,10.0,13.0,15.0,10.0,6.0,7.0,8.0,6.0,7.0,14.0,21.0,8.0,5.0,6.0,11.0,14.0,15.0,6.0,21.0,10.0,17.0,15.0,19.0,20.0,19.0,20.0,20.0,22.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,20.0,23.0,20.0,19.0,16.0,20.0,19.0,20.0,21.0,23.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,16.0,14.0,21.0,22.0,20.0,20.0,13.0,14.0,18.0,15.0,12.0,10.0,15.0,16.0,12.0,7.0,15.0,23.0,19.0,15.0,14.0,13.0,26.0,25.0,22.0,14.0,8.0,7.0,7.0,9.0,12.0,16.0,8.0,14.0,11.0,10.0,17.0,14.0,16.0,9.0,17.0,18.0,17.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,17.0,20.0,26.0,22.0,21.0,22.0,18.0,17.0,22.0,20.0,20.0,17.0,17.0,16.0,8.0,21.0,22.0,22.0,29.0,9.0,23.0,20.0,23.0,24.0,21.0,18.0,17.0,17.0,16.0,19.0,20.0,23.0,25.0,25.0,29.0,29.0,28.0,24.0,25.0,24.0,27.0,27.0,27.0,25.0,27.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,21.0,21.0,21.0,24.0,25.0
